> BG_1
178.24 -65.0791
177.889 -64.9749
177.338 -64.7362
176.819 -64.506
176.549 -64.4101
176.063 -64.1878
175.582 -63.984
175.162 -64.1741
174.814 -64.3149
174.242 -64.5079
173.631 -64.7379
172.52 -64.2561
172.164 -64.0974
171.64 -63.8072
171.009 -63.4473
170.441 -63.1488
170.068 -62.9724
169.605 -62.6762
169.238 -62.4461
168.708 -62.6321
168.277 -62.7732
167.55 -62.9712
166.858 -63.2206
166.62 -63.0869
165.969 -62.6676
165.653 -62.4727
165.103 -62.0772
164.768 -62.1772
164.275 -62.3219
163.773 -62.4746
163.202 -62.6599
162.579 -62.2128
161.975 -61.763
161.228 -61.4567
160.865 -61.5586
159.44 -62.0259
157.97 -62.4781
156.457 -62.9143
155.701 -62.1738
154.981 -61.4294
154.294 -60.6813
153.639 -59.9299
152.473 -60.1764
151.29 -60.4126
151.008 -59.9442
150.733 -59.4753
150.006 -59.5704
149.652 -58.9988
149.398 -58.5518
149.15 -58.1044
148.806 -57.4358
148.076 -57.5271
147.902 -57.5662
147.721 -57.0884
147.545 -56.6104
147.373 -56.1321
147.206 -55.6536
147.043 -55.1749
146.881 -54.6953
145.401 -54.7555
144.282 -54.7985
143.778 -54.2343
142.25 -54.2149
141.451 -54.0528
140.659 -53.8854
140.584 -53.5044
140.478 -52.7502
140.4 -52.2743
140.38581 -52.17681
140.323 -51.7983
139.813 -51.8376
139.733 -51.1739
139.645 -50.2794
139.11 -50.2558
138.401 -50.2311
137.7 -50.2336
136.946 -50.2204
136.226 -50.2476
135.246 -50.2093
135.026 -50.3842
134.245 -50.3475
133.465 -50.3055
132.261 -50.2228
131.515 -50.2222
131.256 -50.6037
130.569 -50.5249
129.412 -50.348
128.312 -50.1592
127.143 -49.9761
127.196 -49.6429
127.243 -49.2939
127.313 -48.7639
126.861 -48.6977
126.434 -48.6297
126.264 -49.0443
126.074 -49.4014
125.896 -49.7171
125.262 -49.5983
125.125 -49.3581
124.992 -49.1528
124.607 -48.9835
124.213 -48.8476
124.007 -48.9058
123.771 -49.1216
123.328 -49.5847
123.013 -49.5424
122.797 -49.7286
122.553 -49.8116
122.224 -49.8462
121.866 -49.7355
121.437 -49.6202
121.555 -49.0056
120.842 -48.8896
120.516 -49.5243
120.273 -50.036
119.366 -49.9384
118.547 -49.8017
118.194 -49.8648
117.523 -49.6199
116.635 -49.2709
116.256 -49.5404
115.988 -49.8517
115.5 -49.9743
114.362 -49.8778
114.024 -50.3877
112.967 -50.2004
111.666 -50.0838
111.363 -49.9297
111.129 -49.8004
110.868 -49.8289
110.472 -49.779
109.351 -49.5235
108.24 -49.2587
108.285 -49.1823
107.486 -49.0146
106.692 -48.8414
106.554 -49.1009
105.898 -48.9335
105.247 -48.7624
104.601 -48.5877
103.959 -48.4093
103.321 -48.2275
102.688 -48.0421
102.06 -47.8533
101.436 -47.661
100.817 -47.4654
100.202 -47.2665
99.6243 -47.9781
98.9794 -47.7439
98.3404 -47.5061
97.7072 -47.2648
97.0797 -47.02
96.458 -46.7718
95.842 -46.5203
96.2738 -45.9963
96.6975 -45.4707
95.8064 -45.1414
94.9257 -44.8053
95.0405 -44.6195
94.4702 -44.3897
93.9044 -44.1571
93.3431 -43.9217
92.7862 -43.6836
92.2337 -43.4428
91.6857 -43.1994
91.142 -42.9534
90.6027 -42.7049
90.0677 -42.4538
89.537 -42.2002
89.0106 -41.9442
88.4884 -41.6859
88.0599 -41.9974
87.5023 -41.7105
86.9497 -41.421
86.402 -41.1288
85.8592 -40.8341
85.4665 -41.1802
85.0697 -41.5249
84.6686 -41.8682
84.2631 -42.2101
83.8533 -42.5506
83.439 -42.8896
82.5877 -42.3091
81.752 -41.7225
80.9315 -41.1299
80.4635 -41.5119
79.99 -41.8919
79.3191 -41.384
78.6586 -40.8722
78.4837 -40.8664
77.8245 -40.326
78.4254 -39.9049
78.0024 -39.5385
78.3839 -39.262
78.0731 -39.0049
78.5293 -38.6592
78.1815 -38.3932
78.7061 -38.0006
78.0213 -37.4829
78.6063 -36.9983
79.1839 -36.5109
78.6899 -36.098
78.2011 -35.6831
78.8035 -35.1612
78.4423 -34.8423
78.4879 -34.8067
77.9166 -34.3238
77.3518 -33.8383
78.0858 -33.1942
77.6578 -32.8276
77.2334 -32.4595
76.8124 -32.09
76.3948 -31.7191
76.6894 -31.4649
76.1481 -30.9704
76.2045 -30.9057
75.7972 -30.5735
75.3926 -30.2401
75.5149 -30.1176
75.3641 -30.0058
75.5539 -29.8394
74.9376 -29.3284
74.994 -29.2645
74.5917 -28.9035
74.1922 -28.5413
74.4058 -28.3173
73.9685 -27.9442
73.5342 -27.5698
73.3995 -27.655
73.1227 -27.4458
72.9202 -27.5728
72.4626 -27.1462
72.0084 -26.7182
72.0656 -26.656
71.7166 -26.3857
71.58 -26.4544
71.1354 -26.0831
70.9943 -26.1873
70.6654 -25.9124
70.4086 -26.0604
69.9595 -25.6512
69.49 -25.6762
69.4603 -25.7822
69.1379 -25.7843
69.15 -25.9933
68.8294 -26.0089
68.8197 -26.141
68.5979 -26.1206
68.6219 -26.2625
67.9791 -26.2906
67.9622 -26.583
67.4333 -26.5715
67.424 -26.8699
67.1555 -26.8674
67.129 -27.2692
66.373 -27.2811
66.359 -27.5145
65.3475 -27.5141
65.3321 -27.8122
64.4669 -27.8175
63.6037 -27.8313
63.6211 -28.0388
63.1942 -28.0214
63.2112 -28.164
62.703 -28.1525
62.7462 -28.4585
62.1351 -28.4896
62.1619 -28.8114
61.5176 -28.7772
61.5322 -28.9199
60.8102 -28.9313
60.7864 -29.4652
60.7624 -29.999
60.7473 -30.0145
60.7628 -30.5315
60.0054 -30.5607
59.188 -30.5671
59.1667 -31.0497
58.5299 -31.0553
58.4563 -31.691
57.8 -31.722
57.153 -31.7706
57.1223 -32.3028
57.0912 -32.835
57.0607 -33.5542
56.4006 -33.6268
55.7379 -33.6528
55.6987 -34.235
55.301 -34.2872
55.2747 -34.5605
54.2551 -34.5416
54.2161 -35.3024
53.4706 -35.5167
53.4665 -36.1409
52.9023 -36.153
52.338 -36.1624
52.3106 -36.7973
52.2827 -37.4322
51.5548 -37.4415
50.827 -37.4507
50.8233 -37.5799
49.9622 -37.5968
49.9451 -37.7902
49.0366 -37.7917
49.0344 -37.9999
48.6326 -38.0142
48.0171 -38.478
48.0234 -38.6507
47.1353 -38.7637
46.2444 -38.8699
46.1602 -39.4945
46.0744 -40.119
45.3318 -40.1085
45.3027 -40.3659
44.716 -40.3689
44.6858 -40.6911
44.023 -40.6708
44.0092 -40.915
42.8729 -40.8505
42.774 -41.3205
42.6737 -41.7904
42.5719 -42.2602
42.4686 -42.7299
41.812 -42.6553
41.6859 -43.1174
41.5578 -43.5794
40.5058 -43.4376
39.4588 -43.2862
39.2673 -43.7257
39.0729 -44.1648
38.3383 -44.0547
38.1937 -44.401
38.0827 -44.6188
37.5083 -44.8753
37.0855 -44.8043
36.6774 -44.9197
36.3029 -44.9665
35.9729 -44.9607
35.6603 -44.866
35.1819 -44.8555
35.0145 -45.1058
34.8682 -45.4657
34.704 -45.9714
34.5037 -46.2216
34.2672 -46.2123
34.0869 -46.0899
33.9824 -46.0812
33.8184 -45.9791
33.54 -46.3464
33.3585 -46.8055
33.1739 -47.2644
32.1258 -46.9998
31.8654 -47.2011
31.5885 -47.6822
31.3065 -48.1627
31.0081 -48.5871
30.7046 -49.0106
30.3617 -49.2155
30.006 -49.6108
29.7115 -49.9335
29.3431 -50.507
28.9688 -51.1373
28.6054 -51.7716
28.4027 -52.2771
28.3122 -52.54
28.1108 -52.9037
27.4795 -52.7708
27.3704 -52.673
27.3221 -52.5472
26.7131 -52.378
26.5129 -52.6201
26.3382 -53.065
26.1809 -53.4288
25.9869 -53.5818
25.8614 -53.4799
25.6475 -53.41
25.1797 -53.4441
24.8726 -53.3453
24.6851 -53.4215
23.8862 -53.3086
23.0214 -53.2004
23.0753 -53.0977
22.5042 -53.0512
21.2504 -52.9088
19.9938 -52.8167
18.7125 -52.5529
18.5374 -52.7343
17.8063 -52.4669
16.9072 -52.1693
15.8223 -51.787
15.428 -52.0836
15.1124 -52.3075
14.4633 -51.9971
13.7876 -52.4769
13.2042 -52.141
12.8951 -51.9629
12.2989 -52.375
11.7084 -52.7829
10.9748 -53.332
10.5424 -53.0655
9.99306 -52.7923
9.42869 -53.2326
8.79876 -53.668
8.28834 -54.0326
7.77235 -54.396
7.23729 -54.1012
> AR_1
64.84903 24.37438
64.49775 24.31647
64.12342 24.2309
63.74707 24.15396
62.96962 24.06178
62.1873 24.02457
61.953 23.9772
61.79676 24.01877
61.40614 24.01738
61.10878 24.00879
60.81182 24.01273
60.54653 24.02573
60.28109 24.03714
59.93967 24.08731
59.60135 24.15369
59.32117 24.19903
59.0396 24.23446
58.72898 24.27121
58.42296 24.335
57.7448 24.4023
57.2552 24.746
57.0375 25.5124
56.8244 26.2644
56.5332 26.7365
56.0878 26.8043
55.6592 26.4457
55.2332 26.0859
54.4537 26.0011
53.6173 26.3896
52.9948 26.5735
52.2421 26.9629
51.6195 27.1454
50.8558 27.5248
50.5626 28.0574
50.2664 28.5893
50.5792 29.2118
50.2106 29.763
48 30
46.5 30.5
44.0 32.75
43 36
41 38
38.0 36.75
36.65 34.0
35.33 29.0
34.75 27.5
34.8748 26.8078
35.1999 26.353
35.5456 25.9191
35.8888 25.4844
36.0661 25.0553
36.2422 24.626
36.4073 24.1327
36.5711 23.6392
37.0425 23.2259
37.5398 22.4945
37.8253 21.8434
37.9747 21.0213
38.0745 20.3891
38.3957 19.9075
38.8261 19.4475
39.2978 19.0298
39.5899 18.4193
39.9867 17.9494
40.3313 17.2662
44.0493 12.008
44.5131 12.0126
44.7802 12.0224
44.8817 12.0189
44.9132 12.0116
45.0969 11.9989
45.2811 11.9983
45.3277 12.0525
45.428 12.0176
45.5218 11.9829
45.6018 12.073
45.6372 12.1586
45.6496 12.1519
45.8509 12.1002
46.1097 12.0581
46.1503 12.1123
46.1976 12.1724
46.3107 12.1425
46.429 12.0875
46.5108 12.2019
46.5789 12.2921
46.7168 12.2482
46.8487 12.2108
46.9297 12.3002
46.9923 12.403
47.0489 12.3877
47.1303 12.3587
47.1613 12.463
47.319 12.4301
47.5389 12.3687
47.5875 12.4409
47.6494 12.5185
47.7883 12.4923
47.9014 12.4611
47.9914 12.5807
48.0479 12.671
48.142 12.6407
48.2675 12.6023
48.3487 12.5726
48.4479 12.7289
48.5671 12.6906
48.6992 12.6576
48.8025 12.7698
48.882 12.9084
49.0705 12.8528
49.2784 12.8019
49.349 12.8973
49.4296 13.0419
49.4721 13.0078
49.5926 13.1686
49.68 13.3128
49.8491 13.2512
50.0614 13.1675
50.1673 13.1225
50.2524 13.229
50.3102 13.3125
50.4294 13.2725
50.573 13.2181
50.6615 13.3618
50.8416 13.2794
51.079 13.1923
51.2532 13.1223
51.3429 13.2718
51.4487 13.4576
51.5698 13.6673
51.7625 14.0283
51.94 14.353
52.1389 14.6887
52.2992 14.6625
52.5469 14.5972
52.6672 14.5615
52.737 14.6813
52.9071 14.6221
53.1222 14.5586
53.2113 14.5379
53.2202 14.5623
53.3584 14.5118
53.579 14.4408
53.818 14.3615
53.8625 14.3509
53.9287 14.4894
54.0177 14.6573
54.0687 14.7722
54.1494 14.7328
54.1926 14.7096
54.2493 14.6914
54.2874 14.6814
54.3319 14.6707
54.3873 14.6399
54.4505 14.621
54.511 14.7601
54.5489 14.8698
54.7308 14.801
54.9576 14.7272
55.0473 14.7116
55.1084 14.8505
55.2778 14.7885
55.48 14.7292
55.6312 14.6814
55.6685 14.7216
55.8218 14.6923
56.0574 14.6411
56.1791 14.6213
56.2079 14.6433
56.2652 14.6232
57.0015 14.6601
57.4762 14.662
57.9836 14.5994
58.2131 14.916
58.5892 14.646
59.0337 15.0876
59.4096 14.8951
59.6423 15.2418
59.9086 15.5721
59.9642 16.1423
60.0202 16.7126
60.0619 17.4577
60.2148 18.2397
60.4564 18.7983
60.7122 19.3057
60.9696 19.8127
61.2301 20.2303
61.4919 20.6443
61.8481 21.1258
62.0963 21.4249
62.1325 22.0828
62.5025 22.385
62.8772 22.683
63.6313 23.2008
64.2754 23.6936
64.6511 24.0383
65.0282 24.3824
64.84903 24.37438
> AS_1
22.01928 36.18806
22.24291 35.88988
22.57837 35.65382
22.92625 35.43018
23.34867 35.25624
23.92018 35.10715
24.4917 35.00776
24.95139 34.89594
25.52291 34.85867
26.05715 34.95806
26.3429 35.25624
26.60381 35.64139
26.8026 35.98927
26.9047 36.3368
26.2436 36.4432
26.424 37.0411
26.6072 37.6388
26.48906 37.75958
26.39142 37.753
26.32264 37.80178
26.37823 37.96746
26.3185 38.0528
25.3944 38.2093
24.4664 38.3586
24.5026 37.5558
24.5381 36.7529
23.7061 36.6028
22.8774 36.4469
21.8769 36.437
22.01928 36.18806
> AU_1
180.0 -32.30415
180.0 -17.5625686695279
179.819 -17.9262
179.668 -18.3596
179.516 -18.7928
179.264 -19.2657
179.011 -19.7383
178.418 -20.2194
177.971 -20.5474
177.523 -20.8742
176.89 -21.3933
176.338 -21.8251
175.782 -22.255
174.933 -22.6119
173.996 -22.8141
173.414 -22.8855
172.881 -23.0811
172.361 -23.1775
172.278 -23.1707
172.197 -23.1763
172.06 -23.173
171.95 -23.1553
171.854 -23.1491
171.703 -23.1464
171.62 -23.1268
171.496 -23.1096
171.385 -23.0915
171.288 -23.0724
171.162 -23.0299
171.037 -22.9998
170.939 -22.968
170.842 -22.9486
170.745 -22.9166
170.66 -22.8838
170.547 -22.8274
170.42 -22.7591
170.321 -22.7017
170.221 -22.6442
170.109 -22.5873
170.036 -22.5157
169.95 -22.4447
169.835 -22.3499
169.719 -22.2298
169.577 -22.1236
169.491 -22.0522
169.419 -21.9801
169.32 -21.9092
169.288 -21.8225
169.215 -21.725
169.143 -21.6401
169.054 -21.5055
168.996 -21.4198
168.879 -21.261
168.776 -21.1015
168.705 -21.0162
168.645 -20.8926
168.585 -20.7815
168.512 -20.6457
168.396 -20.4737
168.335 -20.3246
168.263 -20.2012
168.191 -20.0903
168.16 -20.0031
168.075 -19.8926
168.003 -19.769
167.943 -19.6322
167.886 -19.5332
167.812 -19.3716
167.727 -19.2356
167.68 -19.0477
167.607 -18.8859
167.521 -18.7118
167.504 -18.6113
167.486 -18.4855
167.455 -18.3601
167.424 -18.2473
167.394 -18.1472
167.35 -18.0221
167.32 -17.9219
167.275 -17.759
167.245 -17.6335
167.215 -17.5206
167.171 -17.3955
167.155 -17.3074
167.059 -17.209
166.95 -17.0982
166.868 -16.9866
166.81 -16.8363
166.728 -16.7372
166.659 -16.6251
166.604 -16.538
166.562 -16.4378
166.506 -16.3
166.45 -16.1874
166.395 -16.0875
166.34 -15.9749
166.285 -15.8875
166.27 -15.7993
166.227 -15.6737
166.225 -15.5599
166.209 -15.4337
166.193 -15.3454
166.217 -15.2437
166.228 -15.1296
166.213 -15.0413
166.262 -14.8885
166.271 -14.6859
166.268 -14.5594
166.252 -14.4205
166.25 -14.3447
166.234 -14.1805
166.204 -13.9913
166.161 -13.8276
166.154 -13.7794
166.132 -13.6763
166.09 -13.5126
166.02 -13.2608
165.952 -13.0721
165.909 -12.8703
165.894 -12.744
165.838 -12.5171
165.77 -12.3157
165.715 -12.1266
165.621 -11.8875
165.514 -11.6864
165.396 -11.5487
165.252 -11.4113
165.07 -11.2869
164.901 -11.2002
164.758 -11.1637
164.641 -11.1143
164.512 -11.0903
164.409 -11.0913
164.267 -11.1179
164.151 -11.1443
163.996 -11.1583
163.854 -11.1848
163.699 -11.1987
163.505 -11.2381
163.311 -11.2647
163.195 -11.2908
163.053 -11.3106
162.833 -11.356
162.626 -11.3823
162.484 -11.4208
162.354 -11.4212
162.225 -11.4216
162.109 -11.4345
162.018 -11.422
161.901 -11.3968
161.798 -11.3589
161.72 -11.3209
161.552 -11.2829
161.461 -11.2448
161.384 -11.2321
161.306 -11.194
161.202 -11.1685
161.125 -11.1304
161.06 -11.0541
160.996 -11.0287
160.931 -10.9651
160.867 -10.9142
160.776 -10.8379
160.725 -10.787
160.622 -10.7233
160.544 -10.6723
160.493 -10.6341
160.364 -10.5702
160.287 -10.5192
160.21 -10.4681
160.132 -10.417
160.068 -10.3787
159.978 -10.3149
159.914 -10.2765
159.837 -10.2507
159.772 -10.1997
159.708 -10.1739
159.644 -10.1229
159.58 -10.0844
159.503 -10.0206
159.439 -9.96945
159.362 -9.93092
159.285 -9.87969
159.221 -9.82854
159.17 -9.7648
159.119 -9.72641
159.068 -9.68801
159.003 -9.64952
156.086 -9.53838
155.989 -9.55797
155.979 -9.5481
155.908 -9.55456
155.813 -9.57154
155.797 -9.52648
155.708 -9.54838
155.599 -9.58072
155.577 -9.53069
155.473 -9.56795
155.436 -9.49296
155.347 -9.53242
155.291 -9.55615
155.172 -9.62138
155.172 -9.72993
155.07 -9.79486
154.951 -9.83485
154.856 -9.83902
154.849 -9.72297
154.719 -9.76305
154.596 -9.81056
154.379 -9.87219
154.218 -9.91264
154.219 -10.2792
154.169 -10.323
154.125 -10.3313
154.01 -10.3407
153.847 -10.3254
153.752 -10.3446
153.552 -10.355
153.362 -10.3981
153.174 -10.3981
152.855 -10.3844
152.849 -10.0881
152.651 -10.0777
152.547 -10.056
152.413 -10.0473
152.223 -10.039
152.214 -9.94533
152.086 -9.944
152.024 -9.94203
151.918 -9.93028
151.838 -9.90561
151.834 -9.76114
151.654 -9.76005
151.545 -9.67589
151.005 -9.68138
150.466 -9.68686
150.245 -9.94531
149.676 -9.80087
149.133 -9.35255
148.751 -9.56973
148.207 -9.21176
147.539 -8.88649
146.954 -8.59828
146.918 -8.41044
146.398 -8.10254
145.666 -7.66091
145.249 -7.37364
144.74 -7.02342
144.136 -6.81309
143.569 -6.55817
142.956 -6.29475
142.231 -5.98645
141.483 -5.7274
140.847 -5.04497
140.847 -5.54497
140.798 -5.50959
140.264 -5.43064
139.731 -5.25127
138.959 -5.54782
138.484 -4.94247
138.01 -4.83682
137.177 -4.72116
136.672 -4.69929
136.167 -4.67709
133.449 -5.34429
133.982 -5.6406
133.686 -6.34769
133.188 -6.51458
132.689 -6.68099
132.431 -6.98943
131.867 -7.6612
131.415 -8.26747
130.933 -8.56249
130.54 -8.7256
129.861 -8.92625
129.106 -9.02027
128.376 -9.09547
127.9 -9.13307
127.43 -9.22077
126.853 -9.38984
126.333 -9.59637
125.869 -9.78401
125.482 -9.98405
125.159 -10.159
124.734 -10.39
123.96 -10.7081
123.217 -10.9948
122.86872 -11.18503
122.63159 -11.31965
122.38379 -11.43492
122.06674 -11.59136
121.7473 -11.74268
121.42615 -11.88218
121.09139 -11.98182
120.76978 -11.94121
120.47943 -11.7833
119.841 -11.4616
119.27 -11.3932
118.75 -11.3621
118.236 -11.3869
117.576 -11.3372
116.853 -11.331
116.174 -11.275
115.571 -11.2189
115.013 -11.1505
114.41 -11.0882
113.756 -10.9636
113.204 -10.8702
112.563 -10.758
112.17 -10.652
111.523 -10.5772
111.015 -10.4773
110.615 -10.4773
110.159 -10.4399
109.626 -10.3713
109.73356 -11.04624
109.73898 -11.43585
109.73944 -11.82547
109.72335 -12.56493
109.6661 -13.30207
109.5287 -13.9644
109.19386 -14.54642
108.62221 -14.94888
107.94905 -15.15312
107.20827 -15.23729
106.46223 -15.25625
104.9259 -15.23822
103.38957 -15.21192
102.62729 -15.21408
101.86887 -15.27629
101.14187 -15.46111
100.44596 -15.74327
99.12533 -16.45093
97.84508 -17.23147
96.53087 -18.00722
95.19036 -18.73616
93.81882 -19.3923
92.45362 -20.0612
91.16502 -20.83865
90.03718 -21.82885
89.62242 -22.40763
89.32248 -23.05355
89.08403 -23.77127
88.85952 -24.49364
88.33041 -25.82866
87.41448 -26.91039
86.77915 -27.2033
86.08828 -27.32708
84.31231 -29.17744
84.39838 -29.49835
84.4547 -29.85075
84.46638 -30.20725
84.41138 -30.50805
84.23135 -30.75067
83.943 -30.92799
83.62828 -31.05518
83.27723 -31.16605
82.92131 -31.2602
82.21814 -31.44549
81.51581 -31.63403
80.77991 -31.81847
80.04288 -31.99858
79.80038 -32.05954
79.56244 -32.1349
79.44407 -32.17977
79.3257 -32.22464
79.08865 -32.31438
78.85149 -32.40405
78.3736 -32.58447
77.89556 -32.76458
77.78694 -32.8055
77.6578 -32.8276
78.0858 -33.1942
77.3518 -33.8383
77.9166 -34.3238
78.4879 -34.8067
78.4423 -34.8423
78.8035 -35.1612
78.2011 -35.6831
78.6899 -36.098
79.1839 -36.5109
78.6063 -36.9983
78.0213 -37.4829
78.7061 -38.0006
78.1815 -38.3932
78.5293 -38.6592
78.0731 -39.0049
78.3839 -39.262
78.0024 -39.5385
78.4254 -39.9049
77.8245 -40.326
78.4837 -40.8664
78.6586 -40.8722
79.3191 -41.384
79.99 -41.8919
80.4635 -41.5119
80.9315 -41.1299
81.752 -41.7225
82.5877 -42.3091
83.439 -42.8896
83.8533 -42.5506
84.2631 -42.2101
84.6686 -41.8682
85.0697 -41.5249
85.4665 -41.1802
85.8592 -40.8341
86.402 -41.1288
86.9497 -41.421
87.5023 -41.7105
88.0599 -41.9974
88.4884 -41.6859
89.0106 -41.9442
89.537 -42.2002
90.0677 -42.4538
90.6027 -42.7049
91.142 -42.9534
91.6857 -43.1994
92.2337 -43.4428
92.7862 -43.6836
93.3431 -43.9217
93.9044 -44.1571
94.4702 -44.3897
95.0405 -44.6195
94.9257 -44.8053
95.8064 -45.1414
96.6975 -45.4707
96.2738 -45.9963
95.842 -46.5203
96.458 -46.7718
97.0797 -47.02
97.7072 -47.2648
98.3404 -47.5061
98.9794 -47.7439
99.6243 -47.9781
100.202 -47.2665
100.817 -47.4654
101.436 -47.661
102.06 -47.8533
102.688 -48.0421
103.321 -48.2275
103.959 -48.4093
104.601 -48.5877
105.247 -48.7624
105.898 -48.9335
106.554 -49.1009
106.692 -48.8414
107.486 -49.0146
108.285 -49.1823
108.24 -49.2587
109.351 -49.5235
110.472 -49.779
110.868 -49.8289
111.129 -49.8004
111.363 -49.9297
111.666 -50.0838
112.967 -50.2004
114.024 -50.3877
114.362 -49.8778
115.5 -49.9743
115.988 -49.8517
116.256 -49.5404
116.635 -49.2709
117.523 -49.6199
118.194 -49.8648
118.547 -49.8017
119.366 -49.9384
120.273 -50.036
120.516 -49.5243
120.842 -48.8896
121.555 -49.0056
121.437 -49.6202
121.866 -49.7355
122.224 -49.8462
122.553 -49.8116
122.797 -49.7286
123.013 -49.5424
123.328 -49.5847
123.771 -49.1216
124.007 -48.9058
124.213 -48.8476
124.607 -48.9835
124.992 -49.1528
125.125 -49.3581
125.262 -49.5983
125.896 -49.7171
126.074 -49.4014
126.264 -49.0443
126.434 -48.6297
126.861 -48.6977
127.313 -48.7639
127.243 -49.2939
127.196 -49.6429
127.143 -49.9761
128.312 -50.1592
129.412 -50.348
130.569 -50.5249
131.256 -50.6037
131.515 -50.2222
132.261 -50.2228
133.465 -50.3055
134.245 -50.3475
135.026 -50.3842
135.246 -50.2093
136.226 -50.2476
136.946 -50.2204
137.7 -50.2336
138.401 -50.2311
139.11 -50.2558
139.645 -50.2794
139.733 -51.1739
139.813 -51.8376
140.323 -51.7983
140.38581 -52.17681
140.4 -52.2743
140.478 -52.7502
140.584 -53.5044
140.659 -53.8854
141.451 -54.0528
142.25 -54.2149
143.778 -54.2343
144.282 -54.7985
145.401 -54.7555
146.881 -54.6953
147.043 -55.1749
147.206 -55.6536
147.373 -56.1321
147.545 -56.6104
147.721 -57.0884
147.902 -57.5662
148.076 -57.5271
148.806 -57.4358
149.15 -58.1044
149.398 -58.5518
149.652 -58.9988
150.006 -59.5704
150.733 -59.4753
151.008 -59.9442
151.29 -60.4126
152.473 -60.1764
153.639 -59.9299
154.294 -60.6813
154.981 -61.4294
155.701 -62.1738
156.457 -62.9143
157.97 -62.4781
159.44 -62.0259
160.865 -61.5586
161.228 -61.4567
161.129 -61.3842
160.74 -61.0526
160.327 -60.5039
159.803 -60.0055
159.691 -59.9387
159.413 -59.7316
159.186 -59.5107
158.972 -59.3046
158.65 -59.0705
158.385 -58.8581
158.267 -58.7792
158.121 -58.6051
157.92 -58.3342
157.751 -58.0681
157.62 -57.7835
157.615 -57.474
157.64 -57.2302
157.703 -56.9918
157.823 -56.7248
157.944 -56.4385
158.042 -56.3105
158.153 -56.1647
158.226 -56.0216
158.332 -55.7793
158.465 -55.5216
158.54 -55.2724
158.596 -55.0467
158.618 -54.9279
158.674 -54.6894
158.74 -54.5589
158.58058 -54.57328
158.28264 -54.75802
157.59772 -54.95043
156.88302 -54.98664
156.53278 -54.99206
156.1827 -55.0025
155.84794 -55.00792
155.51581 -54.97179
154.87414 -54.7195
154.30836 -54.32277
154.05708 -54.09833
153.86034 -53.8284
153.77029 -53.50555
153.7364 -53.17056
153.68201 -52.82713
153.55281 -52.50514
153.46639 -52.37423
153.35831 -52.26112
153.23755 -52.1703
153.11701 -52.07908
153.05171 -52.02199
152.99678 -51.95522
152.98208 -51.92505
152.97706 -51.89201
153.00019 -51.86462
153.04382 -51.86741
153.21511 -51.85789
153.385 -51.83298
153.72572 -51.728
154.03967 -51.55841
154.32747 -51.33676
154.59609 -51.09182
154.87027 -50.83419
155.13858 -50.57053
155.6461 -50.09937
156.24444 -49.7578
156.90607 -49.57909
157.58302 -49.4659
157.62093 -49.46025
157.8914 -49.42412
158.20071 -49.38954
158.94358 -49.33283
159.68814 -49.30691
160.43898 -49.29925
161.18935 -49.32053
161.54755 -49.35032
161.90436 -49.39333
162.26017 -49.43921
162.61311 -49.50102
162.95344 -49.60083
163.29726 -49.68825
163.545 -49.5732
163.74 -49.3222
163.868 -49.1157
163.964 -48.9171
164.13 -48.7417
164.215 -48.5916
164.287 -48.4286
164.309 -48.2738
164.389 -48.202
164.398 -48.0593
164.483 -47.9197
164.48 -47.7595
164.528 -47.6576
164.651 -47.5208
164.699 -47.4439
164.739 -47.2562
164.838 -47.1485
164.923 -47.0108
164.943 -46.783
165.021 -46.6013
165.168 -46.4052
165.427 -46.1898
165.733 -46.0648
165.92 -45.9581
166.019 -45.8872
166.205 -45.7364
166.377 -45.515
166.537 -45.3502
166.71 -45.2113
166.951 -44.9871
167.1 -44.8262
167.368 -44.6478
167.688 -44.466
168.081 -44.3297
168.488 -44.166
168.77 -44.0215
169.136 -43.8453
169.647 -43.5943
170.103 -43.3578
170.638 -43.0879
170.89861 -42.70996
171.29793 -42.3905
171.7971 -42.01114
172.29626 -41.55191
172.85532 -41.15258
173.35448 -40.79319
173.85364 -40.41382
174.33283 -40.07439
174.73216 -39.73497
175.17142 -39.4754
175.609 -39.2297
175.932 -38.7623
175.995 -38.6742
176.241 -38.2869
176.509 -37.8849
176.77 -37.485
177.049 -37.1022
177.507 -36.461
177.89 -35.9174
178.403 -35.1612
178.681 -34.7863
178.996 -34.246
179.345 -33.6016
179.657 -33.0187
179.98 -32.3467
180.0 -32.30415
> AU_2
-180.0 -17.5625686695279
-180.0 -32.30415
-179.74 -31.751
-179.515 -31.3328
-179.393 -30.9968
-179.226 -30.3553
-179.074 -29.7924
-178.966 -29.4983
-178.713 -28.6927
-178.482 -27.9855
-178.248 -27.3765
-178.017 -26.7672
-177.793 -25.9755
-177.657 -25.1971
-177.552 -24.7196
-177.448 -24.242
-177.419 -24.1051
-177.25 -23.7079
-177.102 -23.4144
-176.913 -23.0481
-176.748 -22.7345
-176.709 -22.5005
-176.691 -22.2864
-176.635 -22.2314
-176.601 -22.0074
-176.52 -21.8115
-176.449 -21.6005
-176.405 -21.4874
-176.372 -21.3012
-176.322 -21.1126
-176.289 -20.9995
-176.264 -20.8913
-176.237 -20.7958
-176.19 -20.655
-176.176 -20.4939
-176.159 -20.4234
-176.152 -20.2647
-176.116 -20.1289
